Date,Stocks,Anomalies,Anomaly_Breadth,Negative_Anomalies,Positive_Anomalies
2018-12-03,47,1,0.02127659574468085,1,0
2018-12-04,47,0,0.0,0,0
2018-12-05,47,0,0.0,0,0
2018-12-06,47,0,0.0,0,0
2018-12-07,47,1,0.02127659574468085,0,1
2018-12-10,47,0,0.0,0,0
2018-12-11,47,0,0.0,0,0
2018-12-12,47,0,0.0,0,0
2018-12-13,47,0,0.0,0,0
2018-12-14,47,0,0.0,0,0
2018-12-17,47,0,0.0,0,0
2018-12-18,47,0,0.0,0,0
2018-12-19,47,0,0.0,0,0
2018-12-20,47,0,0.0,0,0
2018-12-21,47,0,0.0,0,0
2018-12-24,47,0,0.0,0,0
2018-12-26,47,0,0.0,0,0
2018-12-27,47,0,0.0,0,0
2018-12-28,47,0,0.0,0,0
2018-12-31,47,0,0.0,0,0
2019-01-01,47,0,0.0,0,0
2019-01-02,47,1,0.02127659574468085,1,0
2019-01-03,47,0,0.0,0,0
2019-01-04,47,0,0.0,0,0
2019-01-07,47,0,0.0,0,0
2019-01-08,47,0,0.0,0,0
2019-01-09,47,0,0.0,0,0
2019-01-10,47,0,0.0,0,0
2019-01-11,47,0,0.0,0,0
2019-01-14,47,0,0.0,0,0
2019-01-15,47,0,0.0,0,0
2019-01-16,47,0,0.0,0,0
2019-01-17,47,0,0.0,0,0
2019-01-18,47,1,0.02127659574468085,1,0
2019-01-21,47,0,0.0,0,0
2019-01-22,47,0,0.0,0,0
2019-01-23,47,0,0.0,0,0
2019-01-24,47,0,0.0,0,0
2019-01-25,47,2,0.0425531914893617,2,0
2019-01-28,47,2,0.0425531914893617,1,1
2019-01-29,47,0,0.0,0,0
2019-01-30,47,0,0.0,0,0
2019-01-31,47,0,0.0,0,0
2019-02-01,47,2,0.0425531914893617,1,1
2019-02-04,47,0,0.0,0,0
2019-02-05,47,0,0.0,0,0
2019-02-06,47,1,0.02127659574468085,0,1
2019-02-07,47,0,0.0,0,0
2019-02-08,47,0,0.0,0,0
2019-02-11,47,0,0.0,0,0
2019-02-12,47,0,0.0,0,0
2019-03-14,47,0,0.0,0,0
2019-03-15,47,0,0.0,0,0
2019-03-18,47,0,0.0,0,0
2019-03-19,47,0,0.0,0,0
2019-03-20,47,0,0.0,0,0
2019-03-22,47,0,0.0,0,0
2019-03-25,47,0,0.0,0,0
2019-03-26,47,0,0.0,0,0
2019-03-27,47,0,0.0,0,0
2019-03-28,47,1,0.02127659574468085,1,0
2019-05-02,47,0,0.0,0,0
2019-05-03,47,0,0.0,0,0
2019-05-06,47,0,0.0,0,0
2019-05-07,47,0,0.0,0,0
2019-05-08,47,1,0.02127659574468085,1,0
2019-05-09,47,1,0.02127659574468085,0,1
2019-05-10,47,0,0.0,0,0
2019-05-13,47,1,0.02127659574468085,1,0
2019-05-14,47,0,0.0,0,0
2019-05-15,47,0,0.0,0,0
2019-05-16,47,0,0.0,0,0
2019-05-17,47,0,0.0,0,0
2019-05-20,47,0,0.0,0,0
2019-05-21,47,0,0.0,0,0
2019-05-22,47,0,0.0,0,0
2019-05-23,47,1,0.02127659574468085,0,1
2019-05-24,47,0,0.0,0,0
2019-05-27,47,0,0.0,0,0
2019-05-28,47,0,0.0,0,0
2019-05-29,47,0,0.0,0,0
2019-05-30,47,0,0.0,0,0
2019-05-31,47,0,0.0,0,0
2019-06-03,47,0,0.0,0,0
2019-06-04,47,0,0.0,0,0
2019-06-06,47,1,0.02127659574468085,1,0
2019-06-07,47,0,0.0,0,0
2019-06-10,47,0,0.0,0,0
2019-06-11,47,0,0.0,0,0
2019-06-12,47,0,0.0,0,0
2019-06-13,47,0,0.0,0,0
2019-06-14,47,0,0.0,0,0
2019-06-17,47,0,0.0,0,0
2019-06-18,47,0,0.0,0,0
2019-06-19,47,0,0.0,0,0
2019-06-20,47,1,0.02127659574468085,1,0
2019-06-21,47,0,0.0,0,0
2019-06-24,47,0,0.0,0,0
2019-06-25,47,0,0.0,0,0
2019-06-26,47,0,0.0,0,0
2019-06-27,47,0,0.0,0,0
2019-06-28,47,0,0.0,0,0
2019-07-01,47,0,0.0,0,0
2019-07-02,47,0,0.0,0,0
2019-07-03,47,0,0.0,0,0
2019-07-04,47,0,0.0,0,0
2019-07-05,47,0,0.0,0,0
2019-07-08,47,1,0.02127659574468085,1,0
2019-07-09,47,1,0.02127659574468085,1,0
2019-07-10,47,0,0.0,0,0
2019-07-11,47,0,0.0,0,0
2019-07-12,47,0,0.0,0,0
2019-07-15,47,0,0.0,0,0
2019-07-16,47,0,0.0,0,0
2019-07-17,47,0,0.0,0,0
2019-07-18,47,0,0.0,0,0
2019-07-19,47,0,0.0,0,0
2019-07-22,47,0,0.0,0,0
2019-07-23,47,0,0.0,0,0
2019-07-24,47,0,0.0,0,0
2019-07-25,47,0,0.0,0,0
2019-07-26,47,0,0.0,0,0
2019-07-29,47,1,0.02127659574468085,1,0
2019-07-30,47,0,0.0,0,0
2019-07-31,47,1,0.02127659574468085,1,0
2019-08-01,47,0,0.0,0,0
2019-08-02,47,0,0.0,0,0
2019-08-05,47,0,0.0,0,0
2019-08-06,47,0,0.0,0,0
2019-08-07,47,0,0.0,0,0
2019-08-08,47,0,0.0,0,0
2019-08-09,47,0,0.0,0,0
2019-08-13,47,1,0.02127659574468085,0,1
2019-08-14,47,0,0.0,0,0
2019-08-16,47,0,0.0,0,0
2019-08-19,47,0,0.0,0,0
2019-08-20,47,0,0.0,0,0
2019-08-21,47,0,0.0,0,0
2019-08-22,47,0,0.0,0,0
2019-08-23,47,0,0.0,0,0
2019-08-26,47,0,0.0,0,0
2019-08-27,47,0,0.0,0,0
2019-08-28,47,0,0.0,0,0
2019-08-29,47,0,0.0,0,0
2019-08-30,47,0,0.0,0,0
2019-09-03,47,0,0.0,0,0
2019-09-04,47,0,0.0,0,0
2019-09-05,47,0,0.0,0,0
2019-09-06,47,0,0.0,0,0
2019-09-09,47,0,0.0,0,0
2019-09-11,47,0,0.0,0,0
2019-09-12,47,0,0.0,0,0
2019-09-13,47,0,0.0,0,0
2019-09-16,47,0,0.0,0,0
2019-09-17,47,0,0.0,0,0
2019-09-18,47,0,0.0,0,0
2019-09-19,47,0,0.0,0,0
2019-09-20,47,4,0.0851063829787234,1,3
2019-09-23,47,2,0.0425531914893617,1,1
2019-09-24,47,0,0.0,0,0
2019-09-25,47,0,0.0,0,0
2019-09-26,47,0,0.0,0,0
2019-09-27,47,0,0.0,0,0
2019-09-30,47,0,0.0,0,0
2019-10-01,47,0,0.0,0,0
2019-10-03,47,0,0.0,0,0
2019-10-04,47,0,0.0,0,0
2019-10-07,47,0,0.0,0,0
2019-10-09,47,0,0.0,0,0
2019-10-10,47,0,0.0,0,0
2019-10-11,47,0,0.0,0,0
2019-10-14,47,0,0.0,0,0
2019-10-15,47,0,0.0,0,0
2019-10-16,47,0,0.0,0,0
2019-10-17,47,0,0.0,0,0
2019-10-18,47,0,0.0,0,0
2019-10-22,47,1,0.02127659574468085,1,0
2019-10-23,47,0,0.0,0,0
2019-10-24,47,0,0.0,0,0
2019-10-25,47,0,0.0,0,0
2019-10-27,47,0,0.0,0,0
2019-10-29,47,0,0.0,0,0
2019-10-30,47,0,0.0,0,0
2019-10-31,47,0,0.0,0,0
2019-11-01,47,1,0.02127659574468085,0,1
2019-11-04,47,0,0.0,0,0
2019-11-05,47,0,0.0,0,0
2019-11-06,47,1,0.02127659574468085,1,0
2019-11-07,47,0,0.0,0,0
2019-11-08,47,0,0.0,0,0
2019-11-11,47,0,0.0,0,0
2019-11-13,47,0,0.0,0,0
2019-11-14,47,0,0.0,0,0
2019-11-15,47,0,0.0,0,0
2019-11-18,47,0,0.0,0,0
2019-11-19,47,0,0.0,0,0
2019-11-20,47,0,0.0,0,0
2019-11-21,47,1,0.02127659574468085,0,1
2019-11-22,47,0,0.0,0,0
2019-11-25,47,0,0.0,0,0
2019-11-26,47,2,0.0425531914893617,1,1
2019-11-27,47,0,0.0,0,0
2019-11-28,47,0,0.0,0,0
2019-11-29,47,1,0.02127659574468085,0,1
2019-12-02,47,0,0.0,0,0
2019-12-03,47,0,0.0,0,0
2019-12-04,47,0,0.0,0,0
2019-12-05,47,0,0.0,0,0
2019-12-06,47,0,0.0,0,0
2019-12-09,47,0,0.0,0,0
2019-12-10,47,0,0.0,0,0
2019-12-11,47,0,0.0,0,0
2019-12-12,47,0,0.0,0,0
2019-12-13,47,0,0.0,0,0
2019-12-16,47,0,0.0,0,0
2019-12-17,47,0,0.0,0,0
2019-12-18,47,0,0.0,0,0
2019-12-19,47,0,0.0,0,0
2019-12-20,47,0,0.0,0,0
2019-12-23,47,0,0.0,0,0
2019-12-24,47,0,0.0,0,0
2019-12-26,47,0,0.0,0,0
2019-12-27,47,0,0.0,0,0
2019-12-30,47,0,0.0,0,0
2019-12-31,47,0,0.0,0,0
2020-01-01,47,0,0.0,0,0
2020-01-02,47,0,0.0,0,0
2020-01-03,47,0,0.0,0,0
2020-01-06,47,0,0.0,0,0
2020-01-07,47,0,0.0,0,0
2020-01-08,47,0,0.0,0,0
2020-01-09,47,0,0.0,0,0
2020-01-10,47,0,0.0,0,0
2020-01-13,47,0,0.0,0,0
2020-01-14,47,0,0.0,0,0
2020-01-15,47,0,0.0,0,0
2020-01-16,47,0,0.0,0,0
2020-01-17,47,0,0.0,0,0
2020-01-20,47,0,0.0,0,0
2020-01-21,47,0,0.0,0,0
2020-01-22,47,0,0.0,0,0
2020-01-23,47,2,0.0425531914893617,0,2
2020-01-24,47,0,0.0,0,0
2020-01-27,47,1,0.02127659574468085,0,1
2020-01-28,47,0,0.0,0,0
2020-01-29,47,0,0.0,0,0
2020-01-30,47,0,0.0,0,0
2020-01-31,47,1,0.02127659574468085,1,0
2020-03-02,47,0,0.0,0,0
2020-03-03,47,0,0.0,0,0
2020-03-04,47,0,0.0,0,0
2020-03-05,47,0,0.0,0,0
2020-03-06,47,0,0.0,0,0
2020-03-09,47,3,0.06382978723404255,3,0
2020-03-11,47,0,0.0,0,0
2020-03-12,47,2,0.0425531914893617,2,0
2020-03-13,47,2,0.0425531914893617,0,2
2020-03-16,47,0,0.0,0,0
2020-03-17,47,1,0.02127659574468085,1,0
2020-03-18,47,4,0.0851063829787234,2,2
2020-03-19,47,3,0.06382978723404255,3,0
2020-03-20,47,2,0.0425531914893617,0,2
2020-03-23,47,7,0.14893617021276595,7,0
2020-03-24,47,2,0.0425531914893617,1,1
2020-03-25,47,6,0.1276595744680851,0,6
2020-03-26,47,2,0.0425531914893617,0,2
2020-03-27,47,3,0.06382978723404255,2,1
2020-03-30,47,1,0.02127659574468085,1,0
2020-03-31,47,4,0.0851063829787234,1,3
2020-04-01,47,1,0.02127659574468085,1,0
2020-04-03,47,3,0.06382978723404255,2,1
2020-04-07,47,17,0.3617021276595745,0,17
2020-04-08,47,1,0.02127659574468085,0,1
2020-04-09,47,8,0.1702127659574468,0,8
2020-04-13,47,2,0.0425531914893617,2,0
2020-04-15,47,2,0.0425531914893617,0,2
2020-04-16,47,0,0.0,0,0
2020-04-17,47,4,0.0851063829787234,0,4
2020-04-20,47,0,0.0,0,0
2020-04-21,47,5,0.10638297872340426,5,0
2020-04-22,47,2,0.0425531914893617,0,2
2020-04-23,47,1,0.02127659574468085,0,1
2020-04-24,47,2,0.0425531914893617,2,0
2020-04-27,47,1,0.02127659574468085,0,1
2020-04-28,47,2,0.0425531914893617,0,2
2020-04-29,47,0,0.0,0,0
2020-04-30,47,2,0.0425531914893617,0,2
2020-05-04,47,3,0.06382978723404255,3,0
2020-05-05,47,0,0.0,0,0
2020-05-06,47,0,0.0,0,0
2020-05-07,47,1,0.02127659574468085,1,0
2020-05-08,47,0,0.0,0,0
2020-05-11,47,0,0.0,0,0
2020-05-12,47,1,0.02127659574468085,0,1
2020-05-13,47,0,0.0,0,0
2020-05-14,47,0,0.0,0,0
2020-05-15,47,0,0.0,0,0
2020-05-18,47,0,0.0,0,0
2020-05-19,47,2,0.0425531914893617,1,1
2020-05-20,47,0,0.0,0,0
2020-05-21,47,0,0.0,0,0
2020-05-22,47,0,0.0,0,0
2020-05-26,47,0,0.0,0,0
2020-05-27,47,0,0.0,0,0
2020-05-28,47,1,0.02127659574468085,0,1
2020-05-29,47,0,0.0,0,0
2020-06-01,47,0,0.0,0,0
2020-06-02,47,0,0.0,0,0
2020-06-03,47,0,0.0,0,0
2020-06-04,47,0,0.0,0,0
2020-06-05,47,0,0.0,0,0
2020-06-08,47,0,0.0,0,0
2020-06-09,47,0,0.0,0,0
2020-06-10,47,0,0.0,0,0
2020-06-11,47,0,0.0,0,0
2020-06-12,47,0,0.0,0,0
2020-06-15,47,0,0.0,0,0
2020-06-16,47,0,0.0,0,0
2020-06-17,47,0,0.0,0,0
2020-06-18,47,0,0.0,0,0
2020-06-19,47,0,0.0,0,0
2020-06-22,47,0,0.0,0,0
2020-06-23,47,0,0.0,0,0
2020-06-24,47,0,0.0,0,0
2020-06-25,47,0,0.0,0,0
2020-06-26,47,0,0.0,0,0
2020-06-29,47,0,0.0,0,0
2020-06-30,47,0,0.0,0,0
2020-07-01,47,0,0.0,0,0
2020-07-02,47,0,0.0,0,0
2020-07-03,47,0,0.0,0,0
2020-07-06,47,0,0.0,0,0
2020-07-07,47,0,0.0,0,0
2020-07-08,47,0,0.0,0,0
2020-07-09,47,0,0.0,0,0
2020-07-10,47,0,0.0,0,0
2020-07-13,47,0,0.0,0,0
2020-07-14,47,0,0.0,0,0
2020-07-15,47,1,0.02127659574468085,0,1
2020-07-16,47,1,0.02127659574468085,0,1
2020-07-17,47,1,0.02127659574468085,0,1
2020-07-20,47,0,0.0,0,0
2020-07-21,47,1,0.02127659574468085,0,1
2020-07-22,47,0,0.0,0,0
2020-07-23,47,0,0.0,0,0
2020-07-24,47,0,0.0,0,0
2020-07-27,47,0,0.0,0,0
2020-07-28,47,1,0.02127659574468085,0,1
2020-07-29,47,0,0.0,0,0
2020-07-30,47,0,0.0,0,0
2020-07-31,47,0,0.0,0,0
2020-08-03,47,0,0.0,0,0
2020-08-04,47,0,0.0,0,0
2020-08-05,47,0,0.0,0,0
2020-08-06,47,0,0.0,0,0
2020-08-07,47,0,0.0,0,0
2020-08-10,47,1,0.02127659574468085,0,1
2020-08-11,47,0,0.0,0,0
2020-08-12,47,0,0.0,0,0
2020-08-13,47,0,0.0,0,0
2020-08-14,47,0,0.0,0,0
2020-08-17,47,1,0.02127659574468085,0,1
2020-08-18,47,0,0.0,0,0
2020-08-19,47,1,0.02127659574468085,0,1
2020-08-20,47,0,0.0,0,0
2020-08-21,47,0,0.0,0,0
2020-08-24,47,0,0.0,0,0
2020-08-25,47,0,0.0,0,0
2020-08-26,47,0,0.0,0,0
2020-08-27,47,0,0.0,0,0
2020-08-28,47,0,0.0,0,0
2020-08-31,47,1,0.02127659574468085,1,0
2020-09-01,47,0,0.0,0,0
2020-09-02,47,0,0.0,0,0
2020-09-03,47,0,0.0,0,0
2020-09-04,47,0,0.0,0,0
2020-09-07,47,0,0.0,0,0
2020-09-08,47,0,0.0,0,0
2020-09-09,47,0,0.0,0,0
2020-09-10,47,0,0.0,0,0
2020-09-11,47,0,0.0,0,0
2020-09-14,47,1,0.02127659574468085,0,1
2020-09-15,47,0,0.0,0,0
2020-09-16,47,0,0.0,0,0
2020-09-17,47,0,0.0,0,0
2020-09-18,47,2,0.0425531914893617,0,2
2020-09-21,47,0,0.0,0,0
2020-09-22,47,0,0.0,0,0
2020-09-23,47,0,0.0,0,0
2020-09-24,47,0,0.0,0,0
2020-09-25,47,0,0.0,0,0
2020-09-28,47,0,0.0,0,0
2020-09-29,47,0,0.0,0,0
2020-09-30,47,1,0.02127659574468085,1,0
2020-10-01,47,1,0.02127659574468085,0,1
2020-10-05,47,0,0.0,0,0
2020-10-06,47,0,0.0,0,0
2020-10-07,47,1,0.02127659574468085,1,0
2020-10-08,47,0,0.0,0,0
2020-10-09,47,0,0.0,0,0
2020-10-12,47,1,0.02127659574468085,1,0
2020-10-13,47,0,0.0,0,0
2020-10-14,47,0,0.0,0,0
2020-10-15,47,0,0.0,0,0
2020-10-16,47,1,0.02127659574468085,1,0
2020-10-19,47,0,0.0,0,0
2020-10-20,47,1,0.02127659574468085,1,0
2020-10-21,47,0,0.0,0,0
2020-10-22,47,0,0.0,0,0
2020-10-23,47,0,0.0,0,0
2020-10-26,47,0,0.0,0,0
2020-10-27,47,1,0.02127659574468085,0,1
2020-10-28,47,0,0.0,0,0
2020-10-29,47,0,0.0,0,0
2020-10-30,47,0,0.0,0,0
2020-11-02,47,0,0.0,0,0
2020-11-03,47,0,0.0,0,0
2020-11-04,47,0,0.0,0,0
2020-11-05,47,0,0.0,0,0
2020-11-06,47,0,0.0,0,0
2020-11-09,47,0,0.0,0,0
2020-11-10,47,0,0.0,0,0
2020-11-11,47,0,0.0,0,0
2020-11-12,47,0,0.0,0,0
2020-11-13,47,1,0.02127659574468085,0,1
2020-11-14,47,0,0.0,0,0
2020-11-17,47,0,0.0,0,0
2020-11-18,47,1,0.02127659574468085,0,1
2020-11-19,47,0,0.0,0,0
2020-11-20,47,0,0.0,0,0
2020-11-23,47,0,0.0,0,0
2020-11-24,47,0,0.0,0,0
2020-11-25,47,0,0.0,0,0
2020-11-26,47,0,0.0,0,0
2020-11-27,47,0,0.0,0,0
2020-12-01,47,0,0.0,0,0
2020-12-02,47,0,0.0,0,0
2020-12-03,47,0,0.0,0,0
2020-12-04,47,0,0.0,0,0
2020-12-07,47,0,0.0,0,0
2020-12-08,47,0,0.0,0,0
2020-12-09,47,0,0.0,0,0
2020-12-10,47,1,0.02127659574468085,1,0
2020-12-11,47,0,0.0,0,0
2020-12-14,47,0,0.0,0,0
2020-12-15,47,0,0.0,0,0
2020-12-16,47,0,0.0,0,0
2020-12-17,47,0,0.0,0,0
2020-12-18,47,0,0.0,0,0
2020-12-21,47,0,0.0,0,0
2020-12-22,47,0,0.0,0,0
2020-12-23,47,0,0.0,0,0
2020-12-24,47,1,0.02127659574468085,0,1
2020-12-28,47,0,0.0,0,0
2020-12-29,47,0,0.0,0,0
2020-12-30,47,0,0.0,0,0
2020-12-31,47,0,0.0,0,0
2021-01-01,47,0,0.0,0,0
2021-01-04,47,0,0.0,0,0
2021-01-05,47,0,0.0,0,0
2021-01-06,47,0,0.0,0,0
2021-01-07,47,0,0.0,0,0
2021-01-08,47,0,0.0,0,0
2021-01-11,47,0,0.0,0,0
2021-01-12,47,0,0.0,0,0
2021-01-13,47,0,0.0,0,0
2021-01-14,47,0,0.0,0,0
2021-01-15,47,0,0.0,0,0
2021-01-18,47,0,0.0,0,0
2021-01-19,47,0,0.0,0,0
2021-01-20,47,0,0.0,0,0
2021-01-21,47,0,0.0,0,0
2021-01-22,47,1,0.02127659574468085,0,1
2021-01-25,47,1,0.02127659574468085,0,1
2021-01-27,47,0,0.0,0,0
2021-01-28,47,0,0.0,0,0
2021-01-29,47,0,0.0,0,0
2021-02-01,47,1,0.02127659574468085,0,1
2021-02-02,47,0,0.0,0,0
2021-02-03,47,0,0.0,0,0
2021-02-04,47,0,0.0,0,0
2021-02-05,47,2,0.0425531914893617,1,1
2021-02-08,47,0,0.0,0,0
2021-02-09,47,0,0.0,0,0
2021-02-10,47,0,0.0,0,0
2021-02-11,47,0,0.0,0,0
2021-02-12,47,0,0.0,0,0
2021-02-15,47,0,0.0,0,0
2021-02-16,47,0,0.0,0,0
2021-02-17,47,0,0.0,0,0
2021-02-18,47,0,0.0,0,0
2021-02-19,47,0,0.0,0,0
2021-02-22,47,0,0.0,0,0
2021-02-23,47,0,0.0,0,0
2021-02-24,47,0,0.0,0,0
2021-02-25,47,1,0.02127659574468085,0,1
2021-02-26,47,0,0.0,0,0
2021-03-01,47,0,0.0,0,0
2021-03-02,47,0,0.0,0,0
2021-03-03,47,0,0.0,0,0
2021-03-04,47,0,0.0,0,0
2021-03-05,47,0,0.0,0,0
2021-03-08,47,0,0.0,0,0
2021-03-09,47,1,0.02127659574468085,1,0
2021-03-10,47,0,0.0,0,0
2021-03-12,47,0,0.0,0,0
2021-03-15,47,0,0.0,0,0
2021-03-16,47,0,0.0,0,0
2021-03-17,47,0,0.0,0,0
2021-03-18,47,0,0.0,0,0
2021-03-19,47,0,0.0,0,0
2021-03-22,47,0,0.0,0,0
2021-03-23,47,0,0.0,0,0
2021-03-24,47,0,0.0,0,0
2021-03-25,47,0,0.0,0,0
2021-03-26,47,0,0.0,0,0
2021-03-30,47,0,0.0,0,0
2021-03-31,47,0,0.0,0,0
2021-04-01,47,0,0.0,0,0
2021-04-05,47,0,0.0,0,0
2021-04-06,47,1,0.02127659574468085,0,1
2021-04-07,47,0,0.0,0,0
2021-04-08,47,1,0.02127659574468085,0,1
2021-04-09,47,0,0.0,0,0
2021-04-12,47,0,0.0,0,0
2021-04-13,47,0,0.0,0,0
2021-04-15,47,0,0.0,0,0
2021-04-16,47,1,0.02127659574468085,0,1
2021-04-19,47,0,0.0,0,0
2021-04-20,47,0,0.0,0,0
2021-04-22,47,0,0.0,0,0
2021-04-23,47,0,0.0,0,0
2021-04-26,47,0,0.0,0,0
2021-04-27,47,0,0.0,0,0
2021-04-28,47,0,0.0,0,0
2021-04-29,47,0,0.0,0,0
2021-04-30,47,0,0.0,0,0
